,股票名稱,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3356,奇偶,,,,163.5,314.0,299.0,172.0,150.5,138.0,151.0,204.5,213.0,120.5,81.0,48.15,40.2,38.35,35.5,21.55
3357,臺慶科,,,,,,,,,,,,,,,,,,,44.3
3360,尚立,,,,,24.6,15.0,20.75,28.0,18.8,12.0,10.15,29.85,26.2,24.3,25.8,24.3,27.2,19.05,
3362,先進光,,,,33.25,25.5,16.25,40.8,43.9,29.4,41.3,49.8,36.0,29.0,29.55,87.4,73.0,62.9,49.1,19.45
3363,上詮,,,,,,,,,,42.0,30.8,44.5,37.45,34.8,41.5,31.45,54.9,35.45,140.0
3372,典範,,,,30.2,36.4,21.6,14.8,14.4,11.45,6.22,9.25,12.6,12.0,8.24,8.0,7.8,11.15,13.9,38.0
3373,熱映,,,,,,36.7,34.5,32.9,29.05,68.0,66.9,32.5,29.15,35.3,22.8,21.8,18.35,157.5,33.0
3374,精材,,,,,,,,,,,,,,38.1,106.5,85.9,86.2,213.5,96.2
3376,新日興,,,,272.5,302.5,204.0,201.0,163.5,82.7,117.0,97.1,95.7,132.5,130.0,104.5,99.5,140.0,173.0,219.0
3379,彬台,,,,,,,,,,77.2,55.5,29.8,28.3,14.65,19.0,18.35,11.85,15.05,138.0
3380,明泰,,,39.1,41.75,50.8,31.0,32.35,31.75,26.85,27.9,22.2,26.75,24.4,24.2,30.55,26.8,25.8,33.45,20.7
3383,新世紀,,,,,,125.0,66.2,56.0,115.5,52.6,25.8,25.85,17.3,8.39,4.59,4.18,4.79,6.08,41.35
3388,崇越電,,,,,249.0,158.0,74.7,87.0,99.9,80.0,74.5,81.6,72.5,65.9,73.6,84.0,75.0,72.0,6.9
3390,旭軟,,,,,35.65,28.35,39.8,40.05,50.7,45.9,52.4,48.3,33.15,18.35,27.6,27.4,27.9,23.25,83.0
3402,漢科,,,,,,45.15,34.8,34.4,29.0,17.85,14.5,22.65,18.5,25.4,28.25,34.4,33.0,32.3,23.95
3406,玉晶光,,,,489.0,144.5,82.9,58.3,390.0,411.0,357.5,219.5,129.5,118.0,121.5,596.0,580.0,605.0,838.0,51.8
3413,京鼎,,,,,,,,,,,,,,114.5,260.0,289.5,221.0,234.0,629.0
3416,融程電,,,,,,129.5,78.9,83.8,87.9,50.0,69.5,76.8,65.5,55.8,65.6,58.9,59.0,86.7,281.5
3419,譁裕,,,,,71.2,34.8,21.5,28.95,22.15,22.45,23.6,20.45,16.6,18.75,23.7,21.75,20.3,22.7,86.4
3426,台興,,,,,,,,,,,,,,,82.5,74.5,56.0,49.0,32.4
3432,台端,,,,,,,,,49.8,15.65,16.3,29.4,28.2,13.75,16.4,22.2,17.75,15.25,41.3
3434,哲固,,,,,,,21.8,19.25,12.6,10.65,10.55,15.1,16.45,18.2,17.4,20.8,17.5,15.6,17.2
3437,榮創,,,,,,,,,,,,,66.3,31.65,50.0,40.25,19.85,33.3,21.25
3438,類比科,,,,,379.0,162.0,94.5,101.0,74.8,53.7,33.95,36.0,32.15,25.5,30.8,25.6,46.4,61.5,42.65
3441,聯一光,,,,,,,,,68.4,61.7,42.8,28.3,24.15,18.0,66.8,46.65,35.3,33.4,119.5
3443,創意,,,,,440.0,283.0,214.0,170.5,138.0,128.0,106.0,103.0,93.2,90.9,323.0,370.5,295.0,372.5,53.9
3444,利機,,,,,,,33.5,44.25,34.3,26.9,20.85,30.15,25.25,22.2,36.7,36.5,37.8,47.35,639.0
3450,聯鈞,,,,,56.0,28.5,48.5,91.0,98.0,59.5,82.8,146.0,196.5,191.0,159.5,135.5,78.5,86.4,79.2
3454,晶睿,,,,,213.0,79.7,48.3,70.3,92.0,121.0,212.0,215.0,104.5,99.5,125.0,114.0,136.5,94.0,71.4
3455,由田,,,,,,48.45,28.85,73.2,78.2,36.0,36.35,32.3,46.35,50.7,61.2,81.3,86.1,62.8,98.0
3465,進泰電子,,,,,,,14.8,17.75,10.1,6.31,8.18,8.9,16.0,11.0,19.0,24.3,40.9,185.0,76.5
3466,致振,,,,,140.0,64.9,57.0,52.0,30.1,24.7,30.7,44.25,35.0,22.5,21.0,15.35,26.7,21.75,256.0
3479,安勤,,,,,,,,,57.0,42.9,49.2,57.1,79.8,91.3,62.7,51.4,90.1,89.7,21.15
3481,群創,,,,,178.0,111.5,50.7,57.5,40.6,17.5,20.95,16.45,19.35,12.35,16.65,14.75,10.6,15.95,66.2
3483,力致,,,,,248.0,174.0,114.5,100.5,53.0,38.7,33.1,26.0,20.65,30.3,37.15,30.45,78.1,96.6,32.55
3484,崧騰,,,,,,51.9,55.3,54.0,36.6,32.3,29.15,47.0,80.6,52.7,47.2,42.8,31.95,63.6,139.0
3489,森寶,,,,,,53.8,27.55,31.65,14.4,16.2,27.7,24.0,18.8,12.65,12.95,12.7,10.5,15.3,87.5
3490,單井,,,,,,66.0,36.8,55.0,47.5,25.7,33.95,178.0,160.0,79.8,45.05,30.0,27.3,38.6,15.3
3491,昇達科,,,,,,,96.5,86.6,73.6,57.5,67.6,85.5,90.2,77.5,92.4,86.3,116.5,95.9,35.95
3492,長盛,,,,,,,,,,,,,,52.0,47.0,31.3,24.5,18.45,188.0
3494,誠研,,,,,,29.0,36.95,66.0,44.45,28.6,33.4,33.5,17.7,21.5,15.25,13.3,7.82,6.22,26.6
3498,陽程,,,,,,72.5,45.8,40.25,33.55,29.35,134.5,160.0,92.0,72.1,65.3,56.1,37.0,60.1,5.8
3499,環天科,,,,,129.5,53.1,37.9,38.6,29.5,15.6,14.4,16.95,28.25,22.4,22.4,18.75,22.2,15.6,52.3
3501,維熹,,,,,,62.8,70.0,66.7,55.5,48.7,58.0,72.5,58.8,58.5,68.5,59.3,60.0,52.2,23.25
3504,揚明光,,,,,,62.4,280.0,321.0,186.0,140.0,89.0,75.9,71.5,41.9,86.7,169.0,124.0,84.7,58.5
3508,位速,,,,,,208.0,87.2,95.0,144.0,131.0,85.6,53.0,32.0,18.5,54.0,75.3,42.2,31.65,154.0
3511,矽瑪,,,,,,,,89.4,70.6,32.5,29.7,25.1,49.9,35.65,22.45,27.9,49.25,42.4,60.0
3512,皇龍,,,,,,44.0,36.05,43.5,33.65,12.85,16.7,45.85,38.95,31.0,73.0,46.7,32.85,33.6,60.0
3515,華擎,,,,,,192.5,160.5,160.5,128.0,129.5,118.0,128.0,78.9,48.9,101.5,103.5,83.1,205.5,44.65
3516,亞帝歐,,,,,,37.5,23.1,24.7,20.65,11.2,19.95,16.0,11.4,10.25,17.35,15.5,13.8,20.3,260.5
3518,柏騰,,,,,,245.0,122.0,103.5,60.0,42.9,56.9,90.3,61.4,36.0,50.3,37.2,39.45,41.7,23.4
3520,華盈,,,,,,24.3,18.6,19.6,18.4,15.0,33.7,154.0,169.0,138.5,151.5,36.15,21.45,22.0,35.8
3521,鴻翊,,,,,,43.7,28.5,31.5,41.8,27.3,18.5,18.7,17.3,16.8,10.15,16.7,28.4,21.15,18.8
3522,御頂,,,,,,40.7,41.0,41.0,34.0,16.6,17.9,20.95,17.35,61.5,52.0,43.95,30.0,25.2,19.4
3523,迎輝,,,,,,133.0,92.0,85.0,53.0,34.4,25.0,32.65,30.2,30.0,16.4,17.25,15.5,19.1,16.45
3526,凡甲,,,,,,75.7,103.0,126.0,75.7,49.3,35.0,35.0,41.8,90.3,89.5,83.3,83.9,104.0,13.45
3527,聚積,,,,,,303.0,197.5,174.0,149.5,145.0,118.0,92.0,92.4,80.5,87.8,167.5,136.0,127.5,227.0
3528,安馳,,,,,,,,,,33.5,31.7,42.9,46.3,34.55,38.9,37.55,40.5,45.8,279.0
3529,力旺,,,,,,,,,,97.8,88.0,396.0,494.5,403.0,470.0,455.0,410.0,743.0,59.4
3530,晶相光,,,,,,,,,,,,,,,,,117.5,147.5,2520.0
3531,先益,,,,,,,45.9,45.0,30.5,24.9,29.0,31.5,21.85,19.75,34.6,29.0,24.7,24.8,242.5
3532,台勝科,,,,,,187.5,89.7,106.5,91.6,44.8,35.2,58.0,74.0,68.6,139.5,181.0,132.0,166.5,28.25
3533,嘉澤,,,,,,49.4,178.0,227.5,170.5,97.2,92.0,173.5,159.0,124.5,228.5,251.5,327.0,499.0,266.0
3535,晶彩科,,,,,,,29.85,47.55,37.1,19.3,13.4,18.2,16.65,19.4,21.45,19.9,40.7,24.0,721.0
3536,誠創,,,,,,,13.85,13.15,9.97,13.55,9.71,14.4,13.35,19.35,28.2,23.3,8.79,7.43,21.2
3537,堡達,,,,,,,,,34.15,28.5,38.75,68.6,27.8,25.1,25.45,47.65,35.55,42.8,12.9
3540,曜越,,,,,,126.0,60.4,51.4,31.0,24.9,23.25,23.8,19.0,24.45,34.8,44.4,33.85,89.8,44.0
3541,西柏,,,,,,,,48.8,41.35,36.8,53.1,181.0,144.0,177.0,174.0,104.5,97.9,85.8,87.3
3543,州巧,,,,,,,,,,,,,,,,,,,69.7
3545,敦泰,,,,,,100.0,80.8,79.0,70.9,41.65,68.6,60.1,39.75,39.15,45.3,34.5,27.3,102.0,34.65
3546,宇峻,,,,,,,410.5,507.0,267.0,96.6,71.4,81.0,58.5,92.4,117.0,111.0,111.0,123.5,298.0
3548,兆利,,,,,,,61.8,60.5,34.4,40.5,31.8,61.3,40.4,81.4,70.8,60.2,101.5,101.5,112.0
3550,聯穎,,,,,,,,,31.4,15.6,18.95,20.35,17.45,18.9,24.8,27.1,20.4,16.85,92.1
3551,世禾,,,,,,,55.1,53.0,43.95,49.2,69.2,80.0,61.5,40.7,48.8,43.9,57.1,67.6,24.1
3552,同致,,,,,,,,163.5,133.0,79.5,99.8,139.5,333.5,595.0,362.0,182.0,87.7,218.5,79.6
3555,重鵬,,,,,,,,,,103.0,29.9,15.4,14.6,78.4,95.0,65.8,56.9,41.0,379.5
3556,禾瑞亞,,,,,,,94.1,115.0,134.0,80.8,129.0,98.8,90.5,61.6,63.2,57.7,52.4,75.7,49.7
3557,嘉威,,,,,,,49.7,43.1,25.5,10.25,14.65,9.15,8.89,6.67,13.5,19.9,47.55,119.0,120.0
3558,神準,,,,,,,,,,,,195.0,290.0,244.0,174.5,167.0,141.0,124.5,110.0
3563,牧德,,,,,,,,,,62.9,81.9,78.5,56.8,65.3,221.0,543.0,493.5,439.5,117.0
3564,其陽,,,,,,,,,,,,93.5,80.0,66.5,46.8,28.6,41.0,37.25,302.0
3567,逸昌,,,,,,,,,21.35,10.3,14.3,16.85,15.9,26.2,35.1,41.5,31.0,32.0,35.5
3570,大塚,,,,,,,35.45,45.15,66.6,47.3,193.5,154.5,117.5,65.3,66.3,52.5,96.0,108.0,41.5
3576,聯合再生,,,,,,,,90.6,87.0,35.3,44.05,44.8,29.85,25.25,17.25,14.7,11.5,17.0,89.3
3577,泓格,,,,,,,,105.5,57.3,37.8,45.55,59.7,48.5,40.8,39.9,45.4,39.3,37.0,26.25
3580,友威科,,,,,,,,,26.85,13.45,9.99,17.5,13.2,38.4,82.6,72.0,42.2,69.0,59.9
3581,博磊,,,,,,,,,,,,,,22.45,29.5,25.85,20.3,26.0,79.7
3583,辛耘,,,,,,,,,,,,72.0,84.7,80.4,96.8,95.7,79.4,78.6,35.3
3587,閎康,,,,,,,,35.9,34.8,60.3,89.6,88.2,68.2,94.0,134.0,89.9,93.8,102.5,87.5
3588,通嘉,,,,,,,,210.0,131.0,65.0,50.8,67.0,46.65,43.5,37.9,31.8,33.4,72.0,168.0
3591,艾笛森,,,,,,,,,182.0,80.0,42.6,49.1,31.7,17.9,20.65,21.7,18.2,21.2,174.5
3593,力銘,,,,,,,,49.95,27.7,14.0,12.9,23.8,21.8,9.45,17.3,12.3,9.13,13.7,31.5
3594,磐儀,,,,,,,,,,,,88.3,62.4,38.2,36.45,31.8,27.95,29.25,21.6
3596,智易,,,,,,,,98.6,62.9,50.0,48.0,56.4,46.65,73.7,66.1,81.0,118.0,105.0,32.95
3597,映興,,,,,,,,,,,,,,,,,,,128.0
3605,宏致,,,,,,,,130.5,74.2,65.5,36.8,48.95,44.85,42.45,30.9,29.25,33.4,46.45,39.05
3607,谷崧,,,,,,,,93.3,70.5,63.5,72.6,62.0,81.2,50.3,36.5,36.95,21.85,17.0,65.8
3609,三一東林,,,,,,,,,,32.5,21.0,26.0,17.3,17.0,17.8,18.6,22.3,45.95,20.35
3611,鼎翰,,,,,,,83.0,92.0,132.5,109.5,238.5,324.5,355.0,338.5,275.0,290.0,303.0,247.5,63.1
3615,安可,,,,,,,,75.5,172.0,94.5,75.9,40.7,28.95,27.75,33.3,28.25,18.2,27.55,247.0
3617,碩天,,,,,,,,137.0,156.5,67.0,81.6,85.0,131.5,135.5,120.0,103.0,122.5,116.5,34.0
3622,洋華,,,,,,,,404.5,299.5,90.8,62.6,35.6,24.65,16.1,22.4,23.35,24.4,38.2,90.0
3623,富晶通,,,,,,,,,51.9,21.2,34.5,67.4,54.3,,59.0,42.9,30.8,21.65,47.5
3624,光頡,,,,,,,,,,36.3,30.95,31.2,28.3,28.85,27.8,81.9,35.1,34.25,26.3
3625,西勝,,,,,,,,44.4,24.8,13.1,13.8,16.8,13.95,28.8,41.4,34.5,25.45,25.45,56.9
3628,盈正,,,,,,,,,291.5,92.3,57.9,64.8,83.4,53.4,47.1,62.8,39.8,47.55,32.85
3629,地心引力,,,,,,,,,48.35,27.0,14.2,11.25,38.0,46.5,31.8,36.85,72.8,94.9,43.7
3630,新鉅科,,,,,,,,,170.0,68.3,127.5,81.4,40.9,27.45,69.6,73.0,132.0,96.0,67.0
3631,晟楠,,,,,,,,,83.4,53.0,46.5,51.1,65.8,26.2,36.35,31.0,60.6,55.0,71.6
3632,研勤,,,,,,,,,,77.0,48.8,36.0,34.3,44.8,19.25,18.4,13.4,15.4,69.2
3642,駿熠電,,,,,,,,,,44.1,21.75,37.8,43.5,35.5,27.4,21.7,23.6,21.4,11.15
3645,達邁,,,,,,,,,,54.9,34.75,50.5,55.6,38.5,94.7,100.0,65.0,74.7,18.0
3646,艾恩特,,,,,,,,,,,46.2,33.3,23.25,25.6,29.5,29.3,21.25,24.3,63.0
3652,精聯,,,,,,,,50.0,39.15,24.65,26.4,34.9,27.0,36.5,34.0,35.8,22.15,25.8,34.2
3653,健策,,,,,,,,270.5,168.5,125.0,83.2,135.5,80.9,65.5,88.3,91.5,242.0,347.0,33.0
3661,世芯-KY,,,,,,,,,,,,,109.0,47.0,131.5,165.0,255.5,702.0,447.5
3663,鑫科,,,,,,,,,,,38.5,34.9,24.55,22.3,20.45,25.2,24.0,24.2,1325.0
3664,安瑞-KY,,,,,,,,,42.8,34.3,30.6,55.8,33.3,19.2,28.3,23.6,15.45,14.7,53.2
3665,貿聯-KY,,,,,,,,,,37.0,157.5,194.0,194.0,227.0,327.5,295.5,249.0,267.5,14.0
3666,光耀,,,,,,,,,,,,,59.2,40.9,36.7,27.2,21.3,90.0,325.0
3669,圓展,,,,,,,,,,36.1,25.8,32.2,21.8,24.6,25.55,22.7,20.65,158.0,80.3
3672,康聯訊,,,,,,,,,,,,,,39.0,37.4,26.3,20.6,25.7,97.8
3673,TPK-KY,,,,,,,,,982.0,536.0,642.0,311.0,254.0,90.9,136.5,105.0,69.7,58.7,39.5
3675,德微,,,,,,,,,,,22.2,33.0,37.95,35.3,67.3,59.1,48.9,91.2,58.0
3679,新至陞,,,,,,,,,,91.9,66.0,56.9,51.0,84.9,98.4,90.5,73.8,123.0,309.0
3680,家登,,,,,,,,,,74.6,94.5,67.3,55.6,40.5,44.7,43.0,203.0,339.0,171.5
3682,亞太電,,,,,,,,,,,,19.65,17.45,12.2,11.3,10.35,9.18,11.75,383.5
3684,榮昌,,,,,,,,,,,,,75.6,62.2,48.2,45.6,47.35,47.5,10.95
3685,元創精密,,,,,,,,,37.65,32.8,30.5,26.0,72.0,78.4,74.9,73.8,45.7,27.2,47.2
3686,達能,,,,,,,,,68.9,28.2,18.6,19.25,13.0,11.3,8.48,7.74,5.2,24.55,47.5
3687,歐買尬,,,,,,,,,,230.0,138.5,102.0,91.2,76.5,55.3,42.8,46.5,73.2,24.25
3689,湧德,,,,,,,,,,,95.8,119.0,81.0,40.3,65.9,56.6,32.6,40.0,153.0
3691,碩禾,,,,,,,,,880.0,397.5,496.0,810.0,773.0,729.0,393.0,260.5,143.0,226.5,54.7
3693,營邦,,,,,,,,,,,,232.0,196.5,110.5,78.5,54.5,58.4,87.5,247.5
3694,海華,,,,,,,,,,37.9,23.85,21.3,25.2,18.65,18.5,33.1,26.5,38.3,66.6
3701,大眾控,,,5.53,5.29,13.0,9.36,5.0,12.45,14.0,10.25,9.78,9.63,9.88,9.67,7.43,14.15,15.65,14.9,35.1
3702,大聯大,,,,19.55,56.9,46.7,56.0,76.1,59.4,43.25,40.15,43.5,41.4,41.1,46.55,44.5,41.8,44.8,94.5
3703,欣陸,,,,,,,,,15.55,12.05,12.1,12.25,12.25,11.9,16.8,17.85,18.1,27.8,61.0
3704,合勤控,,,,,,,,,31.6,20.5,19.95,26.7,18.7,18.0,17.8,16.6,26.25,41.6,30.0
3705,永信,,,,,,,,,59.6,46.0,59.5,71.9,57.2,51.3,47.0,43.0,44.25,53.0,46.55
3706,神達,15.7,18.2,52.0,55.3,49.8,33.1,17.0,16.9,15.6,12.85,30.0,30.5,35.4,34.0,40.2,35.9,32.7,36.0,45.7
3707,漢磊,,,,,,,,,,,,,16.9,14.65,29.65,44.8,32.0,43.25,35.0
3708,上緯投控,,,,,,,,,,,,,,,91.3,192.0,116.5,181.5,173.5
3709,鑫聯大投控,,,,,,,,,,,,,,,,28.1,23.65,24.85,163.0
3710,連展投控,,,,,,,,,,,,,,,,9.44,9.48,13.0,42.75
3711,日月光投控,,,,,,,,,,,,,,,,,87.6,84.5,15.2
3712,永崴投控,,,,,,,,,,,,,,,,,27.7,51.7,133.5
3713,新晶投控,,,,,,,,,,,,,,,,,,,42.9
3714,富采,,,,,,,,,,,,,,,,,,,59.9
4102,永日,16.9,14.9,18.7,15.2,42.2,23.7,50.0,86.8,86.0,55.2,37.3,31.7,29.7,27.7,19.5,18.3,19.7,46.6,
4104,佳醫,60.5,44.0,28.9,47.9,87.6,72.5,82.2,109.0,99.5,76.0,67.5,65.7,55.8,53.9,49.8,53.5,55.8,63.8,59.0
4105,東洋,82.5,64.0,46.4,38.6,84.6,62.7,134.5,164.0,178.0,141.0,122.0,106.0,129.0,137.0,120.5,109.0,89.2,90.3,72.5
4106,雃博,39.0,31.0,19.9,15.85,43.35,41.5,36.75,50.2,44.8,37.2,39.2,66.2,63.9,46.95,34.05,31.15,28.35,44.95,97.5
4107,邦特,26.5,14.7,13.4,13.7,55.3,36.8,54.1,57.9,49.1,36.2,66.9,80.5,152.0,173.0,128.0,133.0,140.5,164.0,53.0
4108,懷特,33.4,31.8,47.9,29.2,76.1,57.9,58.6,61.0,56.7,58.9,53.7,43.5,36.3,48.7,32.7,27.3,23.9,41.05,133.0
4109,加捷生醫,41.3,40.0,25.4,17.7,42.85,26.9,23.75,35.25,37.3,21.2,29.2,32.5,27.1,25.6,23.0,18.5,27.3,20.95,31.5
4111,濟生,18.0,21.7,18.55,16.5,38.0,21.0,20.7,33.1,30.9,32.15,35.55,45.5,34.2,27.65,27.8,34.85,28.05,32.9,18.3
4113,聯上,,19.4,3.7,7.93,16.95,13.6,32.95,35.5,19.55,23.95,30.3,26.15,25.95,12.5,11.1,12.85,18.35,17.8,24.5
4114,健喬,,15.8,15.3,15.6,62.0,40.8,46.9,43.5,38.7,41.6,47.9,62.3,43.8,40.2,34.75,35.85,31.0,28.8,14.85
4116,明基醫,,,,,,,,,,,,,,79.9,47.5,38.8,45.25,42.8,27.4
4119,旭富,,,22.2,20.5,89.9,92.5,92.0,77.7,77.0,77.2,81.6,77.5,116.5,101.0,80.3,90.6,118.0,157.5,37.0
4120,友華,,21.0,22.6,29.5,76.0,71.5,80.2,66.9,55.4,51.9,111.0,104.0,70.2,70.8,91.2,86.0,64.5,65.8,107.5
4121,優盛,,70.0,30.0,30.5,48.5,30.9,20.95,28.6,25.5,17.35,23.5,22.1,19.95,19.2,14.75,16.6,13.7,26.15,51.4
4123,晟德,,34.0,25.5,19.95,87.8,59.0,57.7,54.0,51.7,45.95,73.4,144.5,115.5,75.6,66.7,101.0,95.4,97.9,35.6
4126,太醫,,,25.4,20.75,52.5,37.8,83.8,140.0,136.5,98.7,114.0,102.0,83.5,125.0,86.9,83.7,90.3,93.3,74.0
4127,天良,,,,33.5,40.5,21.45,24.2,45.5,32.8,27.9,28.4,30.65,28.8,24.25,22.2,16.3,12.25,21.2,84.7
4128,中天,,,,,63.8,45.2,49.75,58.5,51.2,42.8,39.7,37.15,31.4,28.85,25.5,23.55,18.0,159.5,13.2
4129,聯合,,,19.5,14.75,89.0,52.0,51.0,66.8,57.5,45.8,48.0,63.4,87.2,92.5,76.8,72.9,53.5,44.6,82.5
4130,健亞,,,,,,,,,,,52.6,79.6,71.1,74.5,45.2,43.4,31.85,53.5,38.5
4131,晶宇,,,12.5,16.8,99.8,74.7,48.1,61.3,33.8,28.1,29.3,11.35,14.75,11.35,11.65,10.15,8.9,19.95,30.8
4133,亞諾法,,,,,,,,121.0,94.0,60.9,58.4,47.3,40.5,40.3,44.0,40.0,33.3,163.0,10.3
4137,麗豐-KY,,,,,,,,,,,,331.0,383.0,349.5,167.5,344.5,316.0,252.5,80.4
4138,曜亞,,,,,,,,,185.0,130.5,93.1,129.0,92.4,70.7,60.2,63.5,54.0,56.1,263.0
4139,馬光-KY,,,,,,,,,,118.0,122.0,104.0,83.0,68.8,62.3,80.9,49.7,71.8,56.0
4141,龍燈-KY,,,,,,,,,,,77.6,74.9,56.7,45.65,36.6,28.9,21.3,17.8,62.0
4142,國光生,,,,,,,,,,,51.5,49.8,32.25,27.9,25.55,26.85,27.0,79.8,30.0
4147,中裕,,,,,,,,,,,,,,269.0,229.5,349.5,189.5,128.5,70.4
4148,全宇生技-KY,,,,,,,,,,,,,,,,148.0,64.8,49.35,85.1
4153,鈺緯,,,,,,,,,,,,128.0,154.5,79.0,45.0,47.5,41.3,37.5,45.2
4154,樂威科-KY,,,,,,,,,,66.4,40.3,31.75,26.75,36.95,35.75,27.2,35.2,41.5,30.6
4155,訊映,,,,,,,,,,,,,,,,35.5,41.3,37.3,63.6
4157,太景*-KY,,,,,,,,,,,,,39.5,35.8,28.45,26.85,23.45,38.7,27.8
4160,創源,,,,,,,,,,,52.8,50.0,41.45,31.9,34.6,32.5,32.8,38.35,26.7
4161,聿新科,,,,,,,,,,,,156.5,121.5,72.2,61.2,47.25,41.8,39.95,27.25
4162,智擎,,,,,,,,,,,287.0,355.0,300.0,255.0,227.0,161.0,120.5,91.8,33.15
4163,鐿鈦,,,,,,,,,,,157.0,208.0,186.0,198.0,161.5,123.0,158.0,143.0,84.6
4164,承業醫,,,,,,,,,,,123.0,87.4,70.0,61.7,48.45,38.5,52.8,48.6,99.3
4167,松瑞藥,,,,,,,,,,,,,,29.45,31.7,30.6,23.5,45.0,40.1
4168,醣聯,,,,,,,,,,,160.0,121.0,72.3,54.1,36.0,41.95,26.4,39.3,35.5
4171,瑞基,,,,,,,,,,,,,54.3,39.4,26.6,43.7,72.0,435.0,43.9
4173,久裕,,,,,,,,,,,,57.5,41.25,27.45,26.05,20.75,24.75,29.25,179.0
4174,浩鼎,,,,,,,,,,,,,,718.0,368.0,196.5,192.0,151.0,31.45
4175,杏一,,,,,,,,,,,,,83.7,94.3,81.5,67.8,82.0,78.0,163.0
4183,福永生技,,,,,,,,,,,,,,,,22.95,20.25,28.35,111.0
4188,安克,,,,,,,,,,,,,,43.65,36.7,37.3,29.45,36.7,23.25
4190,佐登-KY,,,,,,,,,,,,,,146.0,93.8,152.5,133.5,130.0,20.8
4192,杏國,,,,,,,,,,,,,64.2,45.8,33.5,33.5,32.8,155.0,104.5
4198,欣大健康,,,,,,,,,,,,,49.45,37.0,30.1,18.25,7.53,17.4,147.0
4205,中華食,17.2,19.5,18.8,19.5,31.4,25.9,26.7,32.5,31.5,38.0,45.0,41.0,39.0,51.7,76.0,71.0,93.8,100.0,16.3
4207,環泰,12.3,14.8,10.5,11.05,15.0,12.3,12.05,17.8,14.1,14.2,23.45,18.8,13.45,13.4,14.25,15.2,12.7,12.3,154.0
4303,信立,7.8,5.3,3.09,2.82,3.4,2.76,6.55,7.74,5.87,11.7,9.45,16.95,18.7,21.6,142.0,238.0,25.7,31.6,16.7
4304,勝昱,12.0,27.5,13.8,10.15,19.5,13.9,11.4,31.15,19.9,12.5,11.65,13.65,20.75,13.8,9.29,8.26,16.15,8.15,31.45
4305,世坤,18.4,16.3,13.75,14.7,18.4,13.9,37.9,37.05,26.3,34.55,29.1,32.45,29.45,31.7,34.8,36.75,40.3,37.25,17.8
4306,炎洲,29.5,28.8,17.1,22.4,24.4,30.7,26.1,34.4,32.45,30.2,24.9,23.65,16.45,14.25,15.1,21.8,14.7,17.35,35.45
4401,東隆興,11.4,11.6,15.25,13.95,12.7,11.55,10.1,32.1,40.65,34.4,142.0,116.5,148.0,108.0,97.0,76.5,56.5,43.5,20.8
4402,福大,4.06,4.98,4.17,4.57,6.8,4.15,5.43,12.05,13.0,10.6,12.25,10.9,7.75,6.2,19.5,13.8,10.75,6.85,49.9
4406,新昕纖,6.65,6.8,5.2,7.49,12.7,11.7,9.57,12.8,12.0,8.19,8.93,8.71,14.4,12.9,10.25,10.15,9.97,9.78,11.1
4413,飛寶企業,15.5,17.4,5.3,5.63,24.1,12.45,,5.89,,11.65,,11.85,34.0,16.5,19.2,17.5,15.05,22.0,15.5
4414,如興,19.7,20.5,11.35,7.8,9.66,6.05,6.77,9.0,14.0,10.8,18.2,23.4,22.3,28.25,23.45,19.4,16.25,16.95,16.9
4416,三圓,12.5,13.35,35.25,79.8,107.0,96.7,78.8,95.0,89.0,153.0,158.0,147.0,119.0,94.2,109.0,85.9,83.9,92.0,12.3
4417,金洲,17.7,12.3,9.05,14.35,32.95,23.9,33.1,35.65,25.6,20.8,23.25,32.95,59.2,45.5,43.3,39.0,40.4,34.6,123.0
4419,元勝,6.4,8.9,12.05,24.0,122.0,85.0,21.3,18.6,19.0,12.65,17.15,9.69,9.2,7.19,11.0,11.4,10.85,14.5,41.45
4420,光明,22.6,19.7,17.9,18.9,23.45,23.25,17.5,27.75,29.8,21.6,30.0,29.5,70.9,53.0,32.4,36.9,43.05,33.25,22.3
4426,利勤,,,,,15.3,11.55,13.45,36.1,23.85,28.95,45.2,42.4,227.0,210.0,110.0,59.0,81.0,48.45,32.55
4429,聚紡,,,,,,,,,58.0,47.9,38.3,36.95,35.55,25.95,25.05,29.25,37.25,40.0,31.65
4430,耀億,,,,,,,,,,49.0,50.2,43.5,42.05,30.0,27.7,36.5,38.65,33.45,43.2
4432,銘旺實,,,,,,,,,,,100.0,158.0,113.5,92.5,50.0,46.65,33.2,23.3,29.7
4433,興采,,,,,,,,,,,,,61.0,37.3,29.9,30.3,54.5,52.0,20.0
4438,廣越,,,,,,,,,,,,,,,189.5,143.5,171.0,153.0,46.45
4439,冠星-KY,,,,,,,,,,,,,,,,,,184.0,142.5
4440,宜新實業,,,,,,,,,,,,,,,,,,,171.5
4502,健信,22.0,16.8,12.75,9.05,10.4,5.97,4.0,7.44,8.9,7.27,5.8,7.42,31.6,58.9,141.0,99.0,71.9,75.5,
4503,金雨,10.75,14.4,32.75,10.3,15.35,9.8,7.47,9.71,9.23,7.58,14.6,17.8,18.7,26.85,63.6,51.1,31.0,25.4,55.8
4506,崇友,14.0,18.3,11.7,13.4,18.3,17.8,12.6,16.6,18.2,19.25,27.0,24.8,35.95,40.2,60.0,62.0,61.7,61.8,41.5
